titulo,departamento,precio,ubicacion,m2,habitaciones,banios,descripcion_1,descripcion_2,c_interiores,c_exteriores,entorno
"Casa en venta Independencia, Lima","4,486 casas en venta en Lima Departamento","230,000","Independencia, Lima",132.9m2,7 Habitaciones,3 Baños,"La Casa tiene 3 pisos un total de 132.9 m2 (área del terreno). , 1er. Piso 112.04 m2 , 2do Piso 112.04 m2  , 3er Piso 97.27 m2 , Área libre 20.86 m2 , Construida con zapatas, columnas y vigas de concreto armado. , Ladrillos con columnas y vigas de amarre , Techo aligerado con concreto armado. , Instalación eléctrica con medidor trifásico  , Medidor de agua, instalaciones empotradas para agua fría y caliente , Instalación de gas empotrada con 2 puntos , Tanque elevado ","de 1,100 litros , Jardín exterior frente a la vivienda , Piso 1: , Acabados de Mármol y losetas , Escalera exterior del 1er al 4to Piso , Biblioteca (Tienda Comercial) , Escalera interior 1er al 3er Piso , Sala – Comedor , Cocina con comedor de diario , Baño de visita , Lavandería , Local comercial (se puede transformar en cochera) , Piso 2 , Acabados de Parquet y Cerámica (porcelanato) , 1 Dormitorio con vista exterior al parque , 2 Dormitorios interiores con closet , 1 Dormitorio amplio con baño incluido , Piso 3  , Acabados de Cerámica y porcelanato , 1 minidepartamento con: , 1 Dormitorio con closet con vista exterior al parque , Balcón , Baño  , Hall , 1 Dormitorio interior , Cocina , Comedor , Lavandería , 2 minidepartamento con: , Hall , Sala , Dormitorio con baño incluido , Cocina con comedor de diario , Lavandería","Amoblado: Sin amoblar,Balcón,Armario empotrado,Cuarto de Servicio,Agua","Año de construcción: 2,000,Estacionamientos,Terraza,Jardín","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Las Fresas, Lima 15048, Perú","4,486 casas en venta en Lima Departamento","689,900","Las fresas, lima 15048, perú",360m2,5 Habitaciones,5 Baños,"Venta hermosa Casa en exclusiva zona de Miraflores, con amplio Jardín y terraza. De 5 Dormitorios, 1 en el 1er piso  4 en el 2do más 2 habitaciones de servicio o para invitados. Con acceso rápido a vías como Av. Benavides y Villarán,  a un paso de colegios, centros comerciales, bancos, etc..  , Estado de la casa “Impecable”.  ,  , Detalle de la distribución: ,  , 1er piso: , Hall de entrada, sala y comedor amplio, 1 habitación, baño de visitas, Cocina con co","medor de diario, jardín y terraza, área de Lavandería. ,  , 2do. piso: , 1 Dormitorio principal con baño y closets, 2 Dormitorios secundarios con closets y  baño compartido, 1 dormitorio con balcón y depósito, 1 sala de estar, 2 habitaciones con baños (estos pueden ser de servicio o para invitados). ,  , Cochera para 2 autos ,  , Área de terreno: 360m2 -  Área construida 290m2 , Parámetros para 3 pisos más aires (12 x 30ml) , Papeles en regla.","Amoblado: Sin amoblar,Balcón,Armario empotrado,Internet,Cuarto de Servicio,Agua","Año de construcción: 1,976,Estacionamientos,Terraza,Cisterna,Caseta de vigilancia,Jardín","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Jr. Toulouse Lautrec 205, San Borja, Perú","4,486 casas en venta en Lima Departamento","670,000","Jr. toulouse lautrec 205, san borja, perú",376m2,4 Habitaciones,5 Baños,"Venta de hermosa casa ubicada en calle Toulouse Lautrec en San Borja, con hermosa terraza y jardín, cerca de parques, bodegas, farmacias, bancos, colegios y nidos. A un paso de las avenidas San Luis y San Borja Norte. , Distribución: ,  , Primer piso.- carport, recibo, sala de estar, sala, comedor, patio interior, medio baño de visita, cocina con comedor de diario, terraza, jardín posterior, patio y lavandería. ,  , Segundo piso.- hall, dos dormitorios, un"," baño, un dormitorio con baño incorporado y dormitorio principal con baño incorporado. ,  , Azotea.- deposito, cuarto y baño de servicio. ,  , Zonificación oficial: RDB - Parámetros para 03 pisos","Amoblado: Sin amoblar,Armario empotrado,Línea Blanca,Internet,Cuarto de Servicio","Año de construcción: 1,988,Estacionamientos,Terraza,Caseta de vigilancia,Jardín","Cerca a avenidas principales,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Av. Ayacucho 1429, Santiago De Surco, Perú","4,486 casas en venta en Lima Departamento","510,000","Av. ayacucho 1429, santiago de surco, perú",300m2,4 Habitaciones,4 Baños,"- VENTA DE CASA EN AV. AYACUCHO, A DOS CUADRAS DE AV. BENAVIDES, SANTIAGO DE SURCO. ,  , - 4 DORMITORIOS. ,  , - EL PRINCIPAL CON BAÑO PRIVADO Y WALK IN CLOSET. ,  , - BAÑO COMPARTIDO PARA OTROS 3 DORMITORIOS. ,  , - SALA DE ESTAR. ,  , - AMPLIA SALA. ,  , - COMEDOR. ,  , - BAÑO DE VISITA. ,  , - TERRAZA. ,  , - JARDÍN. ,  , - ÁREA DE SERVICIO COMPLETA (LAVANDERÍA, CUARTO Y BAÑO DE SERVICIO). ,  , - MUY AMPLIA COCINA CON COMEDOR DE DÍARIO Y ACCESO A COCHERA. ,  , - FRENTE 12 METROS Y FONDO 25 ",METROS.,"Amoblado: Sin amoblar,Armario empotrado,Internet,Cuarto de Servicio,Agua","Año de construcción: 1,983,Estacionamientos,Terraza,Jardín","Cerca a avenidas principales,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Corot, San Borja, Perú","4,486 casas en venta en Lima Departamento","615,000","Corot, san borja, perú",290m2,7 Habitaciones,5 Baños,"Excelente casa que puede ser para familia grande, tiene sala muy amplia, baño de visita, comedor bien grande, mampara de vidrio templado, terraza grande jardin muy amplio, cocina grande con comedor de diario, tiene 2 departamentos con entrada independiente, cada departamento tiene 2 dormitorios con 1 baño cocina, y en el 2do piso tiene 3 dormitorios y 2 baños el principal incorporado , cochera para 3 carros, puede ser también para casa de reposo, los pisos de área interior son de parquet, los pisos de la terraza son cerámicos, . Documentos en regla. Precio a tratar Contacto María Victoria "," - , - espalda de Av Las Artes Norte","Amoblado: Sin amoblar,Balcón,Armario empotrado,Línea Blanca,Internet,Cuarto de Servicio,Agua","Año de construcción: 1,983,Estacionamientos,Terraza,Cisterna,Caseta de vigilancia,Acceso a discapacitados,Jardín,BBQ,Gimnasio,Seguridad privada","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Santiago De Surco, Lima","4,486 casas en venta en Lima Departamento","680,000","Santiago de Surco, Lima",379.5m2,4 Habitaciones,6 Baños,"VENDO HERMOSA CASA EN MONTERRICO , CON PISCINA, 4 DORMITORIOS, COCINA CON ISLA , COCHERA PARA DOS AUTOS , AMPLIAS HABITACIONES, BIBLIOTECA Y ÁREA DE SERVICIO COMPLETA ,  , CONTACTO: TITO PERLA 955*543*889",,"Armario empotrado,Línea Blanca,Chimenea,Cuarto de Servicio,Piscina","Año de construcción: 1,993,Estacionamientos,Caseta de vigilancia,Jardín","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta San Juan De Lurigancho, Lima","4,486 casas en venta en Lima Departamento","260,000","San Juan de Lurigancho, Lima",400m2,4 Habitaciones,4 Baños,"Esta linda casa, tiene más de 400m2 de área de terreno, lo que ha permitido que tenga áreas libres espaciosas y una excelente ventilación e iluminación. Se encuentra bien ubicada. La casa actualmente cuenta con dos construcciones, una moderna que solo tiene casi 2 años y la antigua de cerca de 30 años, y ambas tienen muy buena distribución, la cual se les detalla a continuación:  ,  , * Construcción 1: Sala, comedor, baño de visita, cocina con comedo","r de diario, baño completo, dos habitaciones amplias, cuarto de lavandería, y escalera al segundo nivel donde hay un deposito.  ,  , * Construcción 2 : Amplia sala comedor, cocina abierta o estilo americana (funcional), habitación principal muy amplia con baño incorporado, 2 habitaciones secundarias y un baño completo compartido.  ,  , * La casa en general, se encuentra en buen estado de conservación, lista para habitar. Ideal para familias e incluso para inversionistas que desean construir y/o rentar. Además, es muy atractiva para centros de educación inicial, o negocios por su gran área libre, ya que cuenta con un bonito jardín exterior y un amplio patio central.","Amoblado: Sin amoblar,Internet,Cuarto de Servicio,Agua","Año de construcción: 1,992,Estacionamientos,Terraza,Jardín","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Country Club, San Isidro","4,486 casas en venta en Lima Departamento","1,542,610","Country Club, San Isidro, Lima",300m2,5 Habitaciones,6 Baños,"Venta de casa de 03 pisos (totalmente remodelada), en buena zona de San Isidro, muy cerca de principales avenidas como son 02 de Mayo, Javier Prado, Santiago Salaverry, Faustino Sánchez Carrión, de fácil acceso a entidades financieras, restaurantes, farmacias, grifos, grifos, clínicas, hospitales, así como al Country Club, Centro Comercial Salaverry,  ,  , PRIMER PISO , . Cocina estilo americana. , . Muebles altos y bajos. , . Cocina a gas central , . Mubles"," de granito , . Sala, comedor muy amplia e iluminada , . Oficina cerrada , . Medio baño de visita, , . Sala de reuniones , . 01 Dormitorio con closet, Baño completo. , . Patio interno con caída de agua , . Jardines a los laterales de la casa en forma de L. , . Cochera para 03 autos. ,  , SEGUNDO PISO , . Sala de descanso , . Cuarto principal, con Walk-In closet, adicional baño completo, la misma que tiene tina grande, jacuzzi  , . 03 Dormitorios secundarios de los cuales 01 con closet y otros 2 con Walk-In closet , todos tienen baños completo ,  , TERCER PISO , . Sala de reuniones espaciosa e iluminadas puede tranquilamente poner una mesa de billas , . Terraza bastante que da al frente de un parque , . Zona de Parrillas , . Piscina. ,  , . Dormitorio y baño de servicio completo. ,  , Está preparada para poner un ascensor. , Los pisos están a base de madera Shihuahuaco solido. , Las puertas y marcos son de Caoba. , Los sanitarios de los baños son de la marca Holler.","Amoblado: Sin amoblar,Aire Acondicionado,Balcón,Chimenea,Cuarto de Servicio,Agua,Piscina","Año de construcción: 1,948,Estacionamientos,Terraza,Cisterna,Jardín,BBQ,Gimnasio","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Vista panorámica"
"Casa en venta Jr. Tarma, Perene, Chanchamayo, Junin, Peru",24 casas en venta en Junin Departamento,"22,940","Jr. tarma, perene, chanchamayo, junin, peru",159.3m2,,,"MantyObras Inmobiliaria tiene a la venta una CASA COMO TERRENO  en el Jr. Tarma, Sector Sangani, Distrito de Perene, Provincia de Chanchamayo y Departamento de Junín.  , Muy cerca de la ciudad de Pichanaki. A 2 cuadras de la Carretera Marginal. ,  Zonificación: RDM (Residencial Densidad Media) ,  , La zona cuenta con obras parciales de infraestructura urbana: redes de agua, redes de desagüe, alumbrado público y domiciliario, redes de teléfono. ,  , En el ter","reno existe una edificación de dos bloques (3 habitaciones y baño) con techo de calamina, por su antigüedad y proceso constructivo no se toma en cuenta su valor. ,  , Medidas Perimétricas: , Frente: 8.02 m. , Derecha: 19.97 m. , Izquierda: 19.97 m. , Fondo: 8.02 m. ,  , Área de terreno: 159.30 m2 , Área construida: 60 m2 (Se vende como terreno, fábrica no declarada) ,  , Precio de venta: $22,940  , ABSTENERSE CORREDORES ,  ,  , Cod: FIBI-0623-JSLC",,,
"Casa en venta San Ramon, Chanchamayo",24 casas en venta en Junin Departamento,"67,632","San Ramon, Chanchamayo, Junin","50,000m2",,,"SE VENDE BELLO TERRENO AGRÍCOLA DE 5 HA. IDEAL PARA CASAS DE CAMPO (BUNGALOWS), PISCIGRANJA (BARBONES, PALOMETAS Y CARACHAMAS) LIMITA CON EL RÍO SHIMAYACU EN EL DISTRITO DE VITOC - PROVINCIA DE CHANCHAMAYO (CERCA AL ANEXO LA ESPERANZA DE SAN RAMÓN), CATARATAS TURÍSTICAS A 1 KM. Y AL FRENTE SE VIENE CONSTRUYENDO HOY UN PROYECTO DE CONDOMINIOS RURALES, PLANOIDE, CON OJO DE AGUA 100% NATURAL Y FACTILIBILIDAD DE ENERGÍA ELÉCTRICA, SEMBRÍOS DE MAÍZ Y ","PLÁTANOS A LA FECHA. ,  , * A RAZÓN DE S/ 50 MIL CADA HECTÁREA. ",,"Jardín,BBQ","Cerca de parques,Vista panorámica"
"Casa en venta Calle Vara De Oro 500-598, Cuadra 5, Ur. Zarate, San Juan De Lurigancho, Lima, 15401, Per","4,486 casas en venta en Lima Departamento","220,000","Calle vara de oro 500-598, cuadra 5, ur. zarate, san juan de lurigancho, lima, 15401, per",160m2,3 Habitaciones,1 Baño,"OPORTUNIDAD | Casa como terreno, 160 m2 de área de terreno. , Parámetros para 5 pisos más terraza en residencial Urb. Zárate. ,  , Información técnica: ,  , Área de terreno: 160 m2. , Área construida: 130 m2. , Frente: 8 ml. , Fondo: 20 ml. , Zonificación: RDB (Residencial de densidad baja). , Altura máxima de edificación: 5 pisos más terraza. , Retiros, alineamiento de fachada y altura máxima de edificación: Consultar. , Usos permisibles: Multifamiliar, unifamiliar, ta","ller. , Usos compatibles: Consultar. ,  , Casa CÉNTRICA a sólo 3 cuadras de av. Gran Chimú. , Tradicional casa en buen estado de conservación. , Estratégicamente ubicado cerca de las mejores zonas comerciales del distrito. ,  , Descripción del inmueble: , Piso 1: , - Estacionamiento para 1 auto o camioneta. , - AMPLIA sala - comedor. , - Lavandería. , - Cocina (calle con cobertura de gas natural) , - Patio con escalera de acceso al piso 2. , - 3 dormitorios. , - 1 Baño completo. , - Jardín y patio posterior. ,  , Piso 2: , - Paredes levantadas sin techar. ,  , A pasos de todo lo que necesitas, centros educativos como el Colegio Blas Pascal, Colegio Los Peregrinos, universidad UTP, Universidad Privada del Norte - UPN, IFB Certus, el nuevo C.C Mall Plaza de S.J.L. que ofrece una variedad de restaurantes, tiendas por departamento, además de un completo centro financiero en donde podrás encontrar las principales agencias bancarias. ,  , Accesibilidad: , Llega rápidamente desde las avenidas Pirámide del Sol, Chinchaysuyo, Gran Chimú y Malecón Checa, y estación Pirámide del Sol de la línea 1 del metro de Lima. ,  , Amenidades: , A media cuadra de parque. ,  , Aplica a crédito hipotecario. ,  , ¡Contáctanos AHORA!","Amoblado: Sin amoblar,Internet,Gas Natural,Agua","Año de construcción: 1,977,Estacionamientos,Jardín","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta San Ramon, Chanchamayo",24 casas en venta en Junin Departamento,"16,231","San Ramon, Chanchamayo, Junin","40,000m2",,,"SE VENDE FRACCIÓN DE TERRENO AGRÍCOLA DE 4 HA. CON TRANSFERENCIA DE DERECHOS POSESORIOS, IDEAL PARA CONSTRUIR CASAS DE CAMPO (BUNGALOWS) Y HUERTAS, GRANJAS. LIMITA CON EL RÍO SHIMAYACU Y SE UBICA EN EL MISMO ANEXO LA ESPERANZA DEL DISTRITO DE VITOC - PROVINCIA DE CHANCHAMAYO, CATARATAS TURÍSTICAS A POCOS METROS Y AL FRENTE (LADO DE SAN RAMÓN) SE VIENE CONSTRUYENDO HOY UN PROYECTO DE CONDOMINIO PRIVADO RURAL, HAY FACTILIBILIDAD DE ENERGÍA ELÉCTRIC","A, CUENTA A LA FECHA CON APROXIMADAMENTE 80 ÁRBOLES REFORESTADOS DE CEDRO Y OTRAS MADERAS. ,  , * A RAZÓN DE S/ 15 MIL CADA HECTÁREA. ",,,"Cerca de parques,Vista panorámica"
"Casa en venta Villa Club 2, Carabayllo, Perú","4,486 casas en venta en Lima Departamento","75,000","Villa club 2, carabayllo, perú",93m2,3 Habitaciones,3 Baños,"No pierdas la oportunidad de tener tu propio chalet en Villa Club II - Carabayllo🌳 🌳 , Ubicado en un lugar tranquilo y lleno de sol durante todo el año 😎 😎, este hermoso chalet cuenta con todo lo que necesitas para vivir cómodamente. Con una espectacular casa club que incluye canchas deportivas y piscina, podrás disfrutar de un gran ambiente social con tu familia y amigos. 👩‍👩‍👦 👩‍👩‍👦 , Este chalet está ubicado en Calle 10 Mz M Lt 17 y cuenta con un estacionamiento 🚗, sala de estar, sala-comedor, cocina cerrada, baño de visita completo y un patio interior en el primer piso.  , En el segundo piso encontrarás dos habitaciones secundarias con baño compartido y el dormitorio principal con un pequeño walking closet y baño incorporado.  , En el tercer piso, hay un tanque elevado de 1000 Lts que permite el abastecimiento de agua durante todo el día, así como 32 m2 de área libre que podrás habilitar como desees, ya sea como habitaciones adicionales, sala de juegos o zona de esparcimiento con parrilla y mesas de juego. 🧡 🧡 , Con un área de terreno de 76.25 m2, un área construida de 93 m2 y un área libre de 32 m2 📐, este chalet es perfecto para vivir en un lugar tranquilo y cómodo. ¡Contáctanos ahora para obtener más información y programar una visita!  , Contacto: Rafael Jimenez M  , 📳 ","  , 📬 ","Amoblado: Sin amoblar,Piscina","Año de construcción: 2,013,Estacionamientos,Cisterna,Jardín,Caseta de vigilancia,Seguridad privada","Cerca a avenidas principales,Cerca de parques"
"Casa en venta La Oroya, Yauli",24 casas en venta en Junin Departamento,"9,000","La Oroya, Yauli, Junin",431m2,10 Habitaciones,6 Baños,"CASA DE 3 PISOS Y AZOTEA, UBICADA EN CURIPATA - CERRO DE PASCO, A 200 MTS DE LA CARRETERA CENTRAL, UTILIZADA EN EL PRIMER PISO COMO COMERCIO. Y LOS OTROS PISOS COMO VIVIENDA. GRAN CANTIDAD DE HABITACIONES (12) , PERMITE TAMBIEN PARA EL USO DE HOSPEDAJE. , DOCUEMNTOS EN ORDEN. , A.TERRENO. : 144.00 m2, A.CONSTRUCCION. : 431.00 m2 , 20 años de antigüedad, vista a la calle, por remodelar, tres plantas, parámetros para 4 pisos .  , Hall de ingreso, sala, com","edor, comedor de diario, cocina, 10 dormitorios, 6.0 baños, 1 cuarto de servicio, 1 baño de servicio, lavandería.  , Patio.","Cuarto de Servicio,Agua",,Cerca a avenidas principales
"Casa en venta Huancayo Distrito, Huancayo",24 casas en venta en Junin Departamento,"133,641","Huancayo, Junin",,3 Habitaciones,3 Baños,"PGINA WEB: www.casasinmuebles---- ,  , Primer Piso: , - Cochera , - Sala , - Comedor , - Cocina amoblada , - Baño , - Sala de estudio , - reas verdes , Segundo Piso: , - 3 dormitorios , - Sala de estar , - 2 baños , Azotea: , - Lavandería , visita nuestra pagina web : www.casasinmuebles.org/inmueble/sol-de-los-andes/Com---- , Comedor diario , Habitación principal",,Línea Blanca,Estacionamientos,Cerca de parques
"Casa en venta Km 5 A Mazamari, A 10 Min De Satipo, Satipo, Junin, Peru",24 casas en venta en Junin Departamento,"330,000","Km 5 a mazamari, a 10 min de satipo, satipo, junin, peru","12,000m2",4 Habitaciones,,"Excelente clima. A 5 minutos del óvalo y a 10 min. de la ciudad de Satipo. A una cuadra de la carretera. Alojamiento tipo casa, primera planta terminada: Cocina grande, comedor, dos habitaciones grandes con baño, más un bungalow, gimnasio con máquinas, ducha y servicios, salón para eventos, casa para huéspedes con dos cuartos, criadero de tilapias y pacos. Ideal para desarrollar también un recreo. La segunda planta se encuentra por terminar. Árbo","les frutales, flores, etc. Hay vía carrozable de 100 metros hasta la carretera. Se vende por viaje.",,,
